cust_id,Customer_Acc,Stated_Occupation,Account_Type,Age,Account_Tenure_Months,Balance,Average_Balance
cust_75726602,acc_14546772673480,"PUBLIC ADMINISTRATION & DEFENSE,",iGain,60,17,27914,16509
cust_75429515,acc_63511084800177,MEDICAL DOCTOR,Al-AWFAR,32,173,5509,4712
cust_94488511,acc_36527967388248,NURSE,IHSAN,26,23,5813,3253
cust_79178274,acc_69725894199431,SEAMSTRESS,TDT,54,146,26852,23936
cust_38861149,acc_85262065915834,Language Teachers,GIA,60,20,20254,12670
cust_19696685,acc_11634448952292,Ships Deck Officers and Pilots,GIA AWFAR,82,167,33361,29889
cust_65317854,acc_63614239721715,TECHNICIAN,iGain,45,59,3870,3030
cust_92441066,acc_30815248571816,Ships Deck Officers and Pilots,TDT,90,27,9211,5436
cust_97763978,acc_88649964811342,CLERK,TDT,64,20,36441,21791
cust_30719259,acc_32829805590564,Physical & Engineering Scien Technicians,Al-AWFAR,16,49,4605,3586
cust_31280989,acc_64969311991187,Elementary Occupations,iGain,76,132,17869,14937
cust_13367130,acc_59818675608065,GOVERNMENT SERVANT,GIA AWFAR,61,23,24519,15782
cust_22713593,acc_45654985005332,STEWARD/STEWARDESS,WAFIYAH,45,194,24783,22800
cust_59936722,acc_70985868723981,Oth biz serv n.e.c,STDT,52,147,102027,93864
cust_59212295,acc_75319267124389,DOCTOR,IHSAN,37,75,1704,1446
cust_43383005,acc_61024401578744,Accountants,Al-AWFAR,65,237,42193,38769
cust_37895989,acc_78258001346627,GENERAL WORKER,Al-AWFAR,61,160,2625,2386
cust_84681076,acc_98507536839364,Extra-Territorial Organisations and,GIA AWFAR,50,163,10327,9500
cust_51403053,acc_47734514911072,DOCTOR,GIA AWFAR,35,46,14454,10070
cust_82742632,acc_56312474669697,Manufacture of Other Non-metallic,STDT,45,172,22469,19106
cust_96689068,acc_11122289014709,BANKER,IHSAN,54,136,12798,11074
cust_38542500,acc_81642570067934,EDUCATION,GIA,52,237,21220,18999
cust_28246448,acc_56820706034139,SERVICE MANAGER,iGain,37,117,5515,4910
cust_95760945,acc_46716528732450,SECRETARY,GIA AWFAR,62,165,36162,32694
cust_67134797,acc_18466476678045,"PUBLIC ADMINISTRATION & DEFENSE,",STDT,30,85,41712,36774
cust_36182605,acc_90069077950785,WAITER/WAITRESS,STDT,55,14,32751,18394
cust_65967399,acc_45550651603650,General Office Clerks,STDT,20,35,21440,14274
cust_56355141,acc_71432343838829,"Recreational, cultural and sporting",Al-AWFAR,52,209,22485,20360
cust_91497897,acc_23443674073133,Actors,Al-AWFAR,80,179,3310,2882
cust_33036858,acc_96539466658692,Sales Workers Not Elsewhere Classif,iGain,83,91,34941,29715
cust_99224452,acc_26059758563964,SELF-EMPLOYED,TDT,72,169,4209,3807
cust_94243921,acc_27958779360954,Telecommunication,GIA AWFAR,77,6,89442,34384
cust_26263179,acc_87308457450194,Administrative Associate Profession,WAFIYAH,15,13,5104,2892
cust_24814703,acc_92132446972773,Religious Professionals,TDT,40,124,3175,2855
cust_57984114,acc_29093266677097,ACADEMICIANS,IHSAN,68,152,688,601
cust_14041955,acc_52282079935734,Aircraft Pilots & Related Professionals,iGain,82,226,66422,61108
cust_36891816,acc_76014541410654,GOVERNMENT SERVANT,Al-AWFAR,62,184,11039,9783
cust_49158735,acc_89052916042972,SHIP ENGINEER,TDT,86,65,20453,16639
cust_97243597,acc_44114742553357,Engineering Prof(incl Electrotechno,STDT,34,197,15931,14068
cust_99313800,acc_56531753816448,FIRE FIGHTER,iGain,23,120,5592,5144
cust_23638594,acc_76754476946776,Extra-Territorial Organisations and,GIA,17,199,3605,3225
cust_90250953,acc_75802237898751,SECTOR N.E.C,GIA,62,46,101866,76524
cust_18183594,acc_80466411702347,ACCOUNTANT,TDT,69,11,5444,2890
cust_77374721,acc_61294043677737,Service and Sales Workers,STDT,35,18,111721,65240
cust_86107843,acc_19415358712429,ACADEMICIANS,STDT,80,238,83376,74840
cust_90171324,acc_91357596179023,"OTHER COMMUNITY, SOCIAL & PERSONAL",GIA,76,24,7400,4816
cust_30107615,acc_87901528538892,Accountants,GIA,42,226,13562,12477
cust_90410197,acc_81828769223649,Building Architects,iGain,31,176,4810,4354
cust_20438281,acc_18987622944465,Other Agriculture,GIA AWFAR,76,39,37649,27007
cust_56697252,acc_28395763037328,Building Architects,STDT,70,208,77769,70257
cust_52259076,acc_76924032859688,Building Architects,GIA AWFAR,25,39,36635,27591
cust_38433614,acc_12082608512375,Hospitality & Rel Services Professi,GIA AWFAR,32,38,20804,14367
cust_11990275,acc_98130217033655,STEWARD/STEWARDESS,GIA,53,140,53319,46941
cust_79481118,acc_43943021232011,NURSE,TDT,56,73,17276,13500
cust_40202528,acc_74738128032174,"Retail trade,except of motor",TDT,24,73,13585,10760
cust_69549513,acc_89881397963923,SECRETARY,IHSAN,95,51,3867,2904
cust_46919793,acc_45516689933507,Real estate activities,GIA AWFAR,44,148,19440,17288
cust_43629195,acc_38721923973969,Other non-scheduled passenger land,STDT,44,11,87405,47618
cust_89766632,acc_64786701600842,Motor Vehicle Mechanics and Repaire,Al-AWFAR,15,62,2359,1929
cust_18502000,acc_62289043637324,TECHNICIAN,WAFIYAH,88,135,7645,6572
cust_76295562,acc_46822597986231,PHARMACIST,GIA AWFAR,31,119,15660,13436
cust_44199230,acc_64159728028093,CONSULTANT,IHSAN,98,170,4522,4160
cust_33621446,acc_94184323260984,Managers,GIA AWFAR,54,56,60826,49737
cust_10477636,acc_52087623096393,System Analysts,STDT,88,157,36217,32371
cust_94313183,acc_27706796267556,TECHNICIAN,GIA,26,184,93128,82270
cust_95295831,acc_43948538459470,Elementary Occupations,iGain,24,96,45241,40514
cust_31687351,acc_45469628433380,Motor Vehicle Mechanics and Repaire,IHSAN,82,65,747,582
cust_12871994,acc_21799782372359,Administrative Associate Profession,IHSAN,83,135,6496,5838
cust_21048213,acc_24658435049909,Financial and Investment Advisers,STDT,58,141,41604,38275
cust_16087857,acc_71610586605430,COMPUTER PROGRAMMER,STDT,12,27,2071,1338
cust_84800140,acc_40552997878801,Cooks,GIA AWFAR,94,138,19623,16970
cust_90272030,acc_95940855267022,Real estate activities,GIA AWFAR,45,41,23173,17060
cust_23795588,acc_31923707082274,PENSIONER,IHSAN,94,139,2556,2234
cust_77206551,acc_18903205459434,"Recreational, cultural and sporting",WAFIYAH,88,224,5390,4619
cust_26134147,acc_77815410670023,SHIP ENGINEER,Al-AWFAR,86,131,25686,23286
cust_43048809,acc_89293244672608,SEAMSTRESS,IHSAN,71,184,2949,2713
cust_63944451,acc_35030202118433,"PUBLIC ADMINISTRATION & DEFENSE,",Al-AWFAR,70,78,4518,3739
cust_74793411,acc_28187929148093,ACADEMICIANS,TDT,57,222,12952,11495
cust_88710583,acc_26718952138397,NURSE,GIA AWFAR,12,196,1799,1562
cust_14030635,acc_56981107122986,HEALTH AND SOCIAL WORK,TDT,44,221,37199,33267
cust_27679119,acc_52157497712209,HEALTH AND SOCIAL WORK,GIA AWFAR,75,180,44566,39192
cust_35245775,acc_33349585586908,"EDUCATION, HEALTH AND OTHERS",GIA,83,158,13339,11509
cust_37929130,acc_14065580529048,Professional Police Inspector & Det,GIA AWFAR,60,128,17141,15769
cust_99822507,acc_53334220629365,FINANCIAL INTERMEDIATION,GIA AWFAR,73,224,138933,126832
cust_79966435,acc_96339911287204,CLERK,IHSAN,11,205,3492,3196
cust_38837550,acc_68726728067739,ACADEMICIANS,STDT,52,103,66030,59099
cust_97464378,acc_54595590096575,Physical & Engineering Scien Technicians,GIA AWFAR,55,25,139371,90380
cust_54937628,acc_19962286662665,GENERAL WORKER,WAFIYAH,90,5,3133,1281
cust_55066706,acc_32719266149462,Renting of machinery&equipment w/o,Al-AWFAR,37,60,24801,19947
cust_49032896,acc_36529655461708,Other service activities,Al-AWFAR,30,19,4449,2524
cust_22950775,acc_78832319734651,Language Teachers,Al-AWFAR,41,54,3120,2466
cust_94093523,acc_88903971753815,Telecommunication,GIA,25,30,24364,16353
cust_11254265,acc_91147766820979,GENERAL WORKER,WAFIYAH,60,236,8351,7413
cust_25685067,acc_98611174742567,SECTOR N.E.C,IHSAN,67,27,16100,9665
cust_30669042,acc_98413001479407,HOTELS AND RESTAURANTS,WAFIYAH,82,152,6609,5923
cust_35136775,acc_95769921949118,SECRETARY,TDT,97,88,40419,34200
cust_21863999,acc_16463992645259,Renting of machinery&equipment w/o,iGain,16,46,3666,2554
cust_11616527,acc_22401418233502,Manufacture of Tobacco Products,Al-AWFAR,32,170,23503,21395
cust_70989280,acc_37401987382842,BANKER,GIA AWFAR,37,234,157569,144963
cust_97237892,acc_59760842865801,Actors,iGain,32,191,9008,8287
cust_20964925,acc_18728009983493,LAWYER/SOLICITOR,GIA AWFAR,84,235,32135,28518
cust_36688168,acc_86121726202192,EDITOR/WRITER,Al-AWFAR,22,144,3621,3163
cust_55569693,acc_65508056116957,SECRETARY,iGain,12,163,5421,4666
cust_93475212,acc_58812796207198,Craft and Related Trades Workers,TDT,87,39,51346,36974
cust_72483619,acc_24878019103056,TECHNICIAN,TDT,96,206,11510,10408
cust_78956931,acc_32792992696017,ARCHITECT,IHSAN,30,181,1762,1536
cust_62300494,acc_24428082248403,MEDICAL DOCTOR,TDT,39,64,4439,3559
cust_47533220,acc_86673984201531,Financial and Investment Advisers,IHSAN,55,88,2993,2401
cust_27979808,acc_62580507405509,Human Health and Social Work Activities,STDT,57,149,96006,88231
cust_87788294,acc_76161648476767,BANKER,TDT,99,8,5759,2513
cust_82371207,acc_36642957661902,Managers,WAFIYAH,46,198,32732,29351
cust_12259119,acc_43412737337944,Professional Police Inspector & Det,TDT,11,71,514,401
cust_74386641,acc_46436946798388,WAITER/WAITRESS,GIA AWFAR,48,22,105839,61811
cust_17594929,acc_78401347456963,TANNING&DRESSING OF LEATHER;MFR OF,GIA AWFAR,60,83,21205,17743
cust_76508560,acc_79511768890711,PILOT,GIA AWFAR,56,202,66221,59443
cust_84335846,acc_28613217476262,Primary School & Early Childhood Teachers,GIA AWFAR,56,69,15849,13209
cust_21795197,acc_94738497106428,Cooks,WAFIYAH,93,132,7654,7041
cust_49045227,acc_20858980369931,NON-EXECUTIVE,Al-AWFAR,82,196,28943,26616
cust_21137842,acc_90650987418126,SEAMSTRESS,WAFIYAH,32,12,20561,10995
cust_61055399,acc_19035608108482,Professional Gov Social Benefit Off,Al-AWFAR,41,184,4000,3680
cust_93480629,acc_33808583003617,"Sales, Marketing & Public Relations",GIA AWFAR,70,73,130838,110518
cust_17278259,acc_86183068246116,COMPANY DIRECTOR,GIA,46,169,5994,5357
cust_45782037,acc_26154286511147,BANKER,STDT,48,49,70093,55322
cust_97580846,acc_47221113817897,CHILDREN BELOW AGE,TDT,25,37,75365,55423
cust_37085382,acc_50487336994971,FINANCIAL INTERMEDIATION,iGain,32,191,14210,13026
cust_21899503,acc_32073307572088,SELF-EMPLOYED,GIA AWFAR,76,195,110079,93998
cust_53972564,acc_73922068120238,Cooks,Al-AWFAR,85,236,17972,15707
cust_55753532,acc_86620118446198,HEALTH AND SOCIAL WORK,WAFIYAH,80,164,35943,31844
cust_69657779,acc_88711762587001,SHIP ENGINEER,STDT,37,114,81959,73780
cust_38236380,acc_40538993116290,Oth biz serv n.e.c,IHSAN,22,50,6403,4880
cust_96006093,acc_57776535485903,FIRE FIGHTER,STDT,24,74,27062,23373
cust_56892046,acc_32356576347908,STUDENT,IHSAN,45,157,7719,7101
cust_35780160,acc_32031685139513,"Music, Arts and Performing Arts Teachers",IHSAN,56,86,1203,1065
cust_96425600,acc_24512865656673,NURSE,WAFIYAH,90,119,74486,68228
cust_93232758,acc_94601710972676,ACCOUNTANT,IHSAN,90,44,1159,819
cust_54924829,acc_89918994574502,PILOT,GIA AWFAR,10,108,2325,2062
cust_12237354,acc_79962284199492,Oth biz serv n.e.c,STDT,73,61,138691,108281
cust_63724249,acc_56589536915895,SELF-EMPLOYED,WAFIYAH,36,31,4902,3029
cust_59967823,acc_54154712396068,"Skilled Agricultural, Forestry, Livestock and Fishery Workers",Al-AWFAR,27,36,7573,5218
cust_23338758,acc_57677109956424,FIRE FIGHTER,IHSAN,59,127,6983,6424
cust_67057760,acc_58291121221938,DOCTOR,iGain,13,91,3592,3124
cust_85671421,acc_49110677622792,OTHERS,TDT,40,28,3596,2507
cust_19530766,acc_21857934960286,Elementary Occupations,TDT,59,126,12030,10691
cust_75099037,acc_21309746758168,Oth biz serv n.e.c,WAFIYAH,34,43,4915,3850
cust_22630563,acc_95702474426111,Physical & Engineering Scien Technicians,Al-AWFAR,63,8,4771,2218
cust_77394364,acc_53382768362771,FIRE FIGHTER,TDT,51,36,2069,1444
cust_47720288,acc_95788497241467,CONSULTANT,Al-AWFAR,81,110,7845,6556
cust_10585992,acc_24721918993909,EDITOR/WRITER,GIA,26,230,14760,13579
cust_96960872,acc_59897489683594,Craft and Related Trades Workers,iGain,15,62,2243,1764
cust_24937334,acc_28694552801638,NON-EXECUTIVE,GIA AWFAR,57,72,64306,51840
cust_63643829,acc_32786614551394,"Mining,Manufacturing & Construction Prof",TDT,33,62,20185,16958
cust_26332140,acc_12704912088506,Religious Professionals,GIA AWFAR,73,88,12362,10965
cust_93972089,acc_20705797966619,Other service activities,iGain,18,174,6442,5926
cust_76449298,acc_92516356686627,PHARMACIST,STDT,61,81,143862,119573
cust_82392482,acc_38937969233409,Motor Vehicle Mechanics and Repaire,Al-AWFAR,99,160,17130,15280
cust_48887190,acc_64731629072313,"OTHER COMMUNITY, SOCIAL & PERSONAL",GIA AWFAR,18,216,34356,30811
cust_52064344,acc_51851271879034,COMPUTER PROGRAMMER,iGain,37,228,11123,10233
cust_67087105,acc_46040612072075,Human Health and Social Work Activities,IHSAN,85,137,1078,991
cust_80628710,acc_57869748221146,Other service activities,Al-AWFAR,58,173,39971,36235
cust_86228159,acc_26851505015380,STUDENT,GIA AWFAR,25,221,154578,142211
cust_11605310,acc_98974350866761,ENGINEER,STDT,29,190,158684,145989
cust_69720523,acc_83647708183347,Real estate activities,GIA AWFAR,78,75,19559,16125
cust_19822959,acc_76745316945836,Sales Workers Not Elsewhere Classif,WAFIYAH,87,36,6294,4547
cust_35913858,acc_52188336731255,Landscape Architects,Al-AWFAR,42,32,3617,2618
cust_84648575,acc_23758940991370,General Office Clerks,GIA,52,213,14215,13077
cust_32546185,acc_92859927244621,Transport via railways (MRS),GIA,80,136,15509,14268
cust_81713537,acc_40724836064355,(blank),WAFIYAH,25,74,20671,17164
cust_51670702,acc_14509602072724,Aircraft Pilots & Related Professionals,GIA AWFAR,28,86,17650,14879
cust_30937666,acc_40816330912956,RECEPTIONIST,GIA AWFAR,79,71,157096,132078
cust_40081977,acc_81501132744629,Religious Professionals,WAFIYAH,26,194,2925,2691
cust_57769263,acc_66043787048938,General Office Clerks,GIA AWFAR,79,149,10208,9230
cust_78863245,acc_77575472627037,LAWYER/SOLICITOR,Al-AWFAR,54,212,46852,42734
cust_64541423,acc_81427184547613,SERVICE MANAGER,GIA,99,76,54770,45729
cust_93990145,acc_29075914997248,Cooks,GIA AWFAR,12,116,7455,6472
cust_88096505,acc_93140498448386,TEACHER/LECTURER,WAFIYAH,95,33,17993,12149
cust_77801817,acc_49419064262833,"EDUCATION, HEALTH AND OTHERS",STDT,30,234,26765,24175
cust_64279644,acc_67511228433774,Accountants,TDT,13,125,2520,2318
cust_36087023,acc_10207789532806,Religious Teachers,iGain,75,135,11374,10007
cust_47131441,acc_99403164857006,Primary School & Early Childhood Teachers,IHSAN,57,102,1841,1600
cust_20700485,acc_35280674736773,EDITOR/WRITER,Al-AWFAR,85,68,19352,15304
cust_43676563,acc_15585679588613,"Retail trade,except of motor",GIA AWFAR,19,228,19223,17685
cust_93382501,acc_51243583738286,DENTIST,STDT,17,120,1183,1088
cust_48329387,acc_21612705146383,SELF-EMPLOYED,GIA AWFAR,61,164,99475,91517
cust_20235594,acc_23709403914181,HEALTH AND SOCIAL WORK,TDT,89,13,3698,1933
cust_68673792,acc_66905453172718,MFR OF WOOD&PRODS OF WOOD&CORK EXCE,GIA AWFAR,46,70,11404,9562
cust_96635338,acc_45363465241320,Hospitality & Rel Services Professi,STDT,81,194,46839,41821
cust_88074156,acc_92966720513949,EDUCATION,IHSAN,91,25,8692,5573
cust_34666880,acc_38724084514726,"FORESTRY, LOGGING AND RELATED SERVI",TDT,88,28,22063,14489
cust_50850719,acc_75356211554551,Personal Services Workers Not Elwhe,TDT,55,196,26640,23959
cust_57791486,acc_51498948713941,MFR OF WOOD&PRODS OF WOOD&CORK EXCE,iGain,72,77,8840,7419
cust_32305560,acc_69395617101635,Managing Directors and Chief Executives,GIA AWFAR,57,69,20215,16832
cust_34182278,acc_63972582104439,Economists,IHSAN,70,138,3558,3128
cust_31299612,acc_52550557548309,System Analysts,WAFIYAH,61,51,4251,3227
cust_99512316,acc_95505498516199,SEAMSTRESS,Al-AWFAR,57,15,29143,17119
cust_77141285,acc_40844227847946,TANNING&DRESSING OF LEATHER;MFR OF,TDT,49,6,4136,2003
cust_85677073,acc_25951195112434,Financial and Investment Advisers,WAFIYAH,68,23,5857,3359
cust_83491188,acc_71028465479184,TANNING&DRESSING OF LEATHER;MFR OF,STDT,77,42,55709,38491
cust_96322911,acc_86140680517711,Engineering Prof(incl Electrotechno,TDT,92,169,12046,10434
cust_19475027,acc_13622836594593,Managers,iGain,65,75,18352,15203
cust_89346919,acc_50466941958041,MEDICAL DOCTOR,Al-AWFAR,19,21,10044,6226
cust_15990297,acc_90323892071859,EDUCATION,IHSAN,62,8,14862,7094
cust_52787891,acc_77465675703058,EXECUTIVE,IHSAN,38,117,11084,9796
cust_63499029,acc_99262694484786,Administrative Associate Profession,Al-AWFAR,12,203,1665,1521
cust_42207497,acc_57827243043751,SERVICE MANAGER,STDT,16,84,1141,942
cust_23155591,acc_69399614692103,DOCTOR VETERINAR,IHSAN,63,20,5206,3004
cust_27307119,acc_37223225302413,CLERK,GIA,95,58,39705,31350
cust_84219777,acc_95278203969939,TEACHER/LECTURER,WAFIYAH,55,122,9949,8296
cust_38685151,acc_42970193970088,ACADEMICIANS,iGain,50,49,6563,4752
cust_37930120,acc_76465964141796,EXECUTIVE,IHSAN,17,235,4442,3844
cust_93102568,acc_46282618370717,CLERK,STDT,70,185,16025,14738
cust_22948473,acc_60563703705669,STUDENT,IHSAN,14,86,513,439
cust_92374022,acc_74780428151939,EDUCATION,WAFIYAH,85,229,46284,42460
cust_92887342,acc_55804073657621,Religious Professionals,iGain,83,81,2373,1879
cust_63870367,acc_91637769421855,TANNING&DRESSING OF LEATHER;MFR OF,iGain,99,38,13863,9206
cust_24897855,acc_47737088913502,CONSULTANT,STDT,35,226,73777,67791
cust_24027477,acc_68236461832899,Hospitality & Rel Services Professi,WAFIYAH,24,231,4155,3528
cust_35624807,acc_40812618997004,EXECUTIVE,TDT,36,78,54458,47581
cust_61967408,acc_46734100140791,PHARMACIST,STDT,81,145,24543,20621
cust_23825205,acc_49604509741019,Professionals,Al-AWFAR,29,45,52251,40114
cust_51009213,acc_21322631648105,Transport via railways (MRS),iGain,89,156,33375,28906
cust_20394105,acc_18255131115310,Other service activities,STDT,23,167,27984,25745
cust_58625571,acc_70074093083208,EDITOR/WRITER,iGain,14,172,3488,3208
cust_11903321,acc_68996596450874,Accountants,STDT,29,139,34028,28529
cust_73813255,acc_69661874278908,"EDUCATION, HEALTH AND OTHERS",iGain,77,171,8682,7953
cust_14985586,acc_11778980080842,Rental of personal and household goods,IHSAN,64,135,1238,1036
cust_27533965,acc_39389215840460,Elementary Occupations,IHSAN,41,198,19918,18136
cust_25717732,acc_27802886253327,WAITER/WAITRESS,IHSAN,69,47,1167,869
cust_84789468,acc_80033628028961,Professional Gov Social Benefit Off,STDT,68,119,128975,113977
cust_14804373,acc_87456736125651,Other service activities,WAFIYAH,59,103,3597,3025
cust_48633369,acc_32201233950353,Sales Workers Not Elsewhere Classif,GIA,56,130,140252,127426
cust_63202943,acc_70106424296318,Landscape Architects,GIA,19,38,10767,7161
cust_56439599,acc_21642652311244,ENGINEER,iGain,33,81,9477,8332
cust_71264307,acc_34763727304154,Engineering Prof(incl Electrotechno,iGain,57,230,15701,13923
cust_82279118,acc_22478904661007,FINANCIAL INTERMEDIATION,WAFIYAH,22,29,3117,1908
cust_45426741,acc_35516868993930,CLERK,Al-AWFAR,52,154,40705,37448
cust_84539608,acc_70726289261435,Managing Directors and Chief Executives,Al-AWFAR,20,161,5510,4913
cust_38619198,acc_91929421916672,ACCOUNTANT,IHSAN,80,116,3795,3491
cust_55407361,acc_28227016713176,COMPUTER PROGRAMMER,GIA,19,12,32424,17591
cust_76241200,acc_58787113145564,SECRETARY,TDT,18,13,18474,9103
cust_88750444,acc_73125199111908,OTHERS,GIA AWFAR,67,70,11808,9667
cust_81338612,acc_95763022163700,ACCOUNTANT,WAFIYAH,29,29,3725,2450
cust_86601846,acc_64905443459845,"PUBLIC ADMINISTRATION & DEFENSE,",WAFIYAH,41,27,3625,2486
cust_58286221,acc_32959623792464,Manufacture of Other Non-metallic,GIA AWFAR,38,42,24716,18335
cust_13912755,acc_66293034122254,TECHNICIAN,GIA,29,50,8185,6287
cust_54377518,acc_38844204551021,Motor Vehicle Mechanics and Repaire,WAFIYAH,78,202,59981,53502
cust_26334856,acc_97851555162253,"Music, Arts and Performing Arts Teachers",IHSAN,72,155,3319,2957
cust_90020492,acc_45970852164727,"Plant and Machine Operators, and Assemblers",Al-AWFAR,31,12,19957,10877
cust_31307038,acc_71688494868491,Vocational Education Teachers,TDT,71,153,7478,6672
cust_30526284,acc_12090482411208,Scheduled air transport,WAFIYAH,74,37,5542,3831
cust_32444881,acc_46005530152127,System Analysts,iGain,58,104,12800,10911
cust_67830963,acc_88759685199026,Cartographers and Surveyors,IHSAN,62,13,1481,740
cust_61410938,acc_64920469998992,STEWARD/STEWARDESS,GIA,94,26,16091,9506
cust_95395678,acc_49954859775637,EDITOR/WRITER,GIA AWFAR,50,36,38820,26209
cust_47463618,acc_94234374949215,University and Higher Education Teacher,GIA AWFAR,44,107,45497,41711
cust_35405034,acc_86858593853250,EDITOR/WRITER,GIA,58,114,142207,123808
cust_14432870,acc_38999410644064,ARCHITECT,TDT,85,88,4559,3981
cust_10636831,acc_59009356183720,MEDICAL DOCTOR,GIA,73,151,26290,22128
cust_43625272,acc_54084183048321,Accountants,WAFIYAH,16,175,3472,3169
cust_93323565,acc_66898225010337,FIRE FIGHTER,STDT,51,176,37138,33090
cust_57137765,acc_40070014026288,NON-EXECUTIVE,STDT,76,141,96167,84108
cust_90419285,acc_31978450068929,Cooks,GIA,30,133,9050,8070
cust_19150471,acc_92140465172998,"Plant and Machine Operators, and Assemblers",GIA AWFAR,98,121,57064,49419
cust_18398890,acc_93148704954865,Cartographers and Surveyors,STDT,82,61,44143,33061
cust_85011269,acc_85899059718578,Other non-scheduled passenger land,GIA AWFAR,86,119,11671,10591
cust_19606782,acc_98038398768810,Service and Sales Workers,WAFIYAH,17,7,2811,1277
cust_14676567,acc_77049237320171,Managers,IHSAN,62,233,2300,2046
cust_46368341,acc_78820050570579,ACADEMICIANS,IHSAN,57,92,9016,7468
cust_93235768,acc_78633108276637,Dentists,WAFIYAH,66,183,9291,7920
cust_72044503,acc_53254686784807,TECHNICIAN,STDT,86,230,170045,154025
cust_18920182,acc_51080697506284,Managers,IHSAN,41,122,1460,1343
cust_85341793,acc_31620364853410,ENGINEER,TDT,58,208,9152,8276
cust_85921745,acc_68033727492336,Police Officers,IHSAN,71,118,8220,6886
cust_82062688,acc_36038812249210,SECTOR N.E.C,TDT,77,36,7107,5006
cust_91238782,acc_33202756873211,Extra-Territorial Organisations and,WAFIYAH,79,11,7670,3782
cust_31589021,acc_62736523668644,Sales Workers Not Elsewhere Classif,TDT,40,37,78486,57226
cust_98161361,acc_46898414940253,Language Teachers,TDT,99,227,15532,14245
cust_38862667,acc_29697094791516,"PUBLIC ADMINISTRATION & DEFENSE,",GIA AWFAR,10,117,3858,3197
cust_82182329,acc_83445041507754,Extra-Territorial Organisations and,iGain,54,80,21476,18399
cust_62142809,acc_87451292736493,RECEPTIONIST,GIA,64,110,83546,70512
cust_80152978,acc_25092956771000,EDUCATION,Al-AWFAR,15,65,6748,5175
cust_66503747,acc_10675632951999,Vocational Education Teachers,GIA,50,210,33962,30319
cust_67823494,acc_40251697167643,"Plant and Machine Operators, and Assemblers",Al-AWFAR,63,240,5929,5405
cust_65465568,acc_81775975211267,Language Teachers,iGain,64,25,2175,1253
cust_80109671,acc_85525647961089,Other Agriculture,Al-AWFAR,20,174,19293,17687
cust_76513866,acc_22449616310444,COMPANY DIRECTOR,IHSAN,34,84,10508,9137
cust_22109698,acc_79690231106474,System Analysts,GIA AWFAR,32,16,38563,21161
cust_84344939,acc_20413375057848,BANKER,iGain,67,222,3672,3204
cust_58246123,acc_45105633114087,CLERK,STDT,39,19,31635,17277
cust_39077508,acc_99874856351072,FIRE FIGHTER,STDT,61,53,56208,45224
cust_56280058,acc_27333174090781,Sales Workers Not Elsewhere Classif,Al-AWFAR,75,11,43799,19686
cust_97028512,acc_23856722431986,SELF-EMPLOYED,GIA AWFAR,81,116,16728,15222
cust_87181492,acc_48052029929211,Other service activities,STDT,26,146,73236,64851
cust_85032865,acc_65770167337287,Rental of personal and household goods,WAFIYAH,91,80,32211,26977
cust_51651942,acc_93961070417192,EXECUTIVE,TDT,24,21,63189,34316
cust_80572405,acc_98273903097973,Optometrists and Ophthalmic Opticians,STDT,11,32,6534,4374
cust_44658054,acc_16267657293225,Physical & Engineering Scien Technicians,TDT,14,225,4199,3851
cust_71754893,acc_22419776561311,Financial and Investment Advisers,iGain,28,195,18394,15772
cust_67560694,acc_81166417650639,Sales Workers Not Elsewhere Classif,IHSAN,88,226,8461,7732
cust_32481883,acc_34356893704377,"Retail trade,except of motor",Al-AWFAR,28,130,2438,2164
cust_33981698,acc_89636415355572,Aircraft Pilots & Related Professionals,Al-AWFAR,72,133,12941,11220
cust_15501983,acc_69710793150617,ARCHITECT,IHSAN,47,190,4974,4576
cust_22579156,acc_20066032214260,Human Health and Social Work Activities,GIA,13,150,6717,5652
cust_49025678,acc_84927635643160,"Music, Arts and Performing Arts Teachers",iGain,49,108,9831,8680
cust_53008954,acc_25872074200726,TANNING&DRESSING OF LEATHER;MFR OF,GIA AWFAR,12,73,2839,2487
cust_24860865,acc_48114585521168,"FINANCE, INSURANCE, REAL ESTATE AND",GIA,52,119,32747,30127
cust_47520043,acc_59696643570339,"Mining,Manufacturing & Construction Prof",GIA AWFAR,60,20,11336,6757
cust_64375976,acc_55068953417225,Professionals,GIA AWFAR,56,50,37307,28122
cust_30931294,acc_71754662405363,Manufacture of Other Non-metallic,GIA,35,179,10347,9075
cust_40441321,acc_68741806138232,Real estate activities,IHSAN,78,209,14710,13080
cust_43076062,acc_99283780497524,FINANCIAL INTERMEDIATION,iGain,63,29,73379,49204
cust_55454849,acc_99947971830176,DOCTOR,iGain,32,27,6041,3721
cust_42975320,acc_56481346237207,CHILDREN BELOW AGE,Al-AWFAR,49,25,3817,2473
cust_76325015,acc_18567917826477,University and Higher Education Teacher,STDT,19,191,26486,24367
cust_39474600,acc_75505896907184,Extra-Territorial Organisations and,TDT,93,78,11654,9732
cust_49050708,acc_97899767039493,"Recreational, cultural and sporting",iGain,77,82,50357,40451
cust_44151767,acc_38649374886611,RECEPTIONIST,IHSAN,35,7,3164,1287
cust_26462421,acc_51508799725381,RECEPTIONIST,TDT,70,234,2453,2256
cust_71716901,acc_48229923233391,CHILDREN BELOW AGE,IHSAN,71,107,579,503
cust_31190154,acc_14627723910123,Real estate activities,IHSAN,64,193,1157,1064
